gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,15,1,1,1,0,0,0,1,0,2,0,1,1,89.66122404739787,1449.0333678696713,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,19.55,0
0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,0
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1397.3,0
0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,0
1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,25.0,78.25,0
1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1
1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,1
0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.99054608707534,96.36333913152392,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,1
0,0,0,0,36,1,2,0,0,2,0,2,0,2,1,1,3,70.7,2511.95,0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,0
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,74.8988257285404,271.14087127575186,1
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8,0
0,0,0,0,46,1,0,1,1,0,0,0,0,1,0,0,2,86.08656005182719,4038.3715912318416,1
1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024.0,0
1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,486.2,0
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,574.35,0
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4916.95,0
1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,3270.25,0
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4,0
0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,75.48039028295328,152.29642648442348,1
1,0,0,0,13,1,0,0,0,0,0,2,0,0,0,1,3,50.55,610.75,0
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,45.25,428.7,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,2,39.707285679093346,481.1300483336316,1
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99.0,6994.6,0
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.21885819735111,4743.849964996158,1
1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2303.35,1
0,1,1,0,31,1,2,1,0,0,0,0,0,2,0,1,2,84.85,2633.4,0
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.2,2065.15,0
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,5118.95,1
0,0,0,0,9,1,2,1,0,0,2,0,1,1,0,1,2,95.67119910622152,918.086939905036,1
0,0,1,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1948.35,0
0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,50.15,115.1,1
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7,0
1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1790.6,0
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.72252507966189,1129.7831988620753,1
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35,1
0,0,0,0,16,1,1,1,0,2,2,0,0,2,0,1,1,95.0240255267121,1559.981808017853,1
0,0,0,0,33,1,2,1,0,2,2,0,2,2,0,0,2,107.55,3645.5,0
0,0,1,0,49,1,2,1,0,0,0,0,2,1,0,1,1,94.76304590827807,4768.365080174695,1
1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,2852.4,0
0,0,1,0,63,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4965.1,0
1,0,1,0,30,1,2,1,1,1,0,0,0,0,0,1,2,82.0554650186056,2458.837775694828,1
1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0
1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4914.9,0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1
1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,38.0,0
1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1653.85,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.5276480989412,75.5276480989412,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0
1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,2,49.4,874.8,1
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.75,3050.15,1
1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1153.25,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,110.15,0
0,0,1,0,72,1,2,1,2,2,0,0,0,0,2,1,0,84.05,6052.25,0
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,0
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,4194.85,0
0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,54.55,2236.2,0
0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,6039.9,1
1,1,0,0,3,1,2,1,0,1,0,0,0,0,0,1,2,80.72812018243673,234.27899155428304,1
0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,82.07014014021264,753.5344386609951,1
0,0,0,0,22,1,2,1,1,0,1,0,2,1,0,1,0,100.51006378470714,2199.1796148669328,1
0,0,1,0,32,1,0,1,0,0,2,0,2,2,0,1,2,96.83615823526826,3039.0417382144756,1
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0
1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,49.9,0
1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,0
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0
1,0,0,0,41,1,2,1,0,2,0,0,2,0,0,1,2,89.2,3645.75,0
1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35,0
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4807.45,0
1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,1,1,52.05454939916827,168.69415697119092,1
0,0,0,0,24,1,2,1,0,0,0,2,0,2,0,1,2,89.55,2259.35,0
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,6885.75,0
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,181.7,1
1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.08142168181334,80.08142168181334,1
1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,902.25,0
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5,1
0,0,0,0,29,1,2,1,0,1,0,0,2,2,0,1,2,100.1771572939945,2984.073440627772,1
0,1,1,0,3,1,2,1,1,0,0,0,2,2,0,1,2,100.90116674502363,344.9650527483639,1
0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,7475.85,0
0,0,0,0,5,1,0,1,0,0,1,0,0,2,0,0,2,85.70620734493318,499.0959910325276,1
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,749.25,0
0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05,0
0,0,1,0,59,1,2,1,2,2,2,2,0,2,1,1,1,107.0,6152.3,0
1,0,0,0,25,1,0,1,2,0,0,0,0,0,0,0,0,74.3,1952.25,0
0,1,0,0,8,1,1,1,0,0,0,0,0,2,0,1,1,87.03140888110472,735.23614157289,1
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,0
1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,8244.3,0
0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,7711.45,0
0,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,86.73818089663237,378.89468933269086,1
0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,1,2,52.17289829492443,826.8526063091851,1
1,0,0,0,16,1,2,1,0,0,2,0,1,2,0,1,1,95.6743490567627,1591.2560638694908,1
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2,0
1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1
0,0,1,1,32,1,1,1,0,0,0,0,0,1,1,0,2,25.02445433425544,740.2007789097354,1
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,19.0,0
0,0,1,0,37,1,2,1,0,2,1,0,2,0,0,1,1,95.14903682202822,3626.7781230222085,1
0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,25.161920988695687,129.24336318060205,1
0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0
1,0,1,0,61,1,2,1,0,0,0,0,2,2,1,1,0,96.5,5673.7,0
0,0,0,0,43,1,2,1,0,1,2,0,1,0,0,1,0,92.06805041901806,3952.3298237369586,1
1,0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,1,51.664152326668116,605.2019116577255,1
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.884363463604597,99.99211580954285,1
0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,2,74.91139583067137,607.5123199601474,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,80.95,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,8086.4,0
0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,521.1,1
1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,0
0,0,0,0,5,1,0,0,1,0,0,2,0,0,0,0,1,52.43309393848295,263.1161631226995,1
0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,4116.9,0
0,1,1,0,26,1,2,1,0,0,2,0,2,2,0,1,0,98.1,2510.7,0
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1630.4,0
0,0,1,1,32,1,0,1,0,2,0,0,2,0,0,1,2,86.1,2723.75,0
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,5135.15,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,0
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,1
0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,2,53.57038369492738,307.79746328072906,1
0,0,0,0,19,1,1,1,0,1,0,0,2,2,0,1,2,102.32119931757295,1932.7127425800672,1
1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,95.1,1
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,0
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,25.66191707522621,258.4839402421705,1
0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,2264.5,0
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1
1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1169.35,1
0,0,0,0,12,1,2,1,0,0,2,0,2,2,0,1,0,100.15,1164.3,1
0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,49.966122419953095,364.3887758004691,1
1,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.1,533.9,0
0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,2,50.61732676793253,415.1526682245584,1
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,1,1,76.9,5023.0,0
1,0,1,1,50,1,2,0,2,0,0,2,2,0,2,1,1,70.5,3486.65,0
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,1021.55,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,46.3,0
0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,360.1,1
0,0,0,0,69,1,2,1,0,2,0,0,2,1,1,0,0,98.36215972715618,6859.857585527189,1
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,733.95,0
1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,0
1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,828.05,0
1,1,1,1,58,1,2,1,2,2,0,2,0,0,1,1,0,89.85,5125.75,0
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,395.6,0
1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8,0
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0
1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,2248.05,0
1,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,54.4,1516.6,0
1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,535.05,0
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1424.5,1
0,1,0,0,53,1,2,1,0,2,2,0,2,2,0,1,1,104.0693373907139,5491.629261529394,1
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,0
0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65,1
1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2511.55,0
1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1
0,0,0,0,34,1,0,0,2,2,0,0,0,2,1,0,2,64.35,2053.05,0
0,0,1,1,35,1,2,1,0,1,2,0,2,0,0,1,0,97.35603568704185,3457.908649567257,1
0,0,0,0,39,1,2,1,0,0,0,0,2,2,0,1,1,94.99517131421435,3638.045107139516,1
0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,239.55,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.09370733134746,116.27312971270372,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.64715309487035,45.64715309487035,1
0,0,1,0,41,1,0,0,0,1,0,2,2,2,1,0,1,96.81459085261453,4061.742194204037,1
1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3777.15,1
1,1,0,0,19,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1
1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6,1
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,44.7216074531126,269.0287709939525,1
1,0,0,0,51,1,2,2,1,1,1,1,1,1,1,1,0,24.6,1266.4,0
0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75,0
0,0,0,0,34,1,1,1,0,0,2,1,1,1,0,1,1,95.05528499914692,3239.0127860710145,1
1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1,2,80.35,253.8,0
1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,568.85,0
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,1054.6,1
0,0,0,0,15,1,0,1,2,0,1,2,2,1,0,0,2,101.99723476986254,1580.8063810256497,1
1,0,1,1,31,0,1,0,2,0,0,2,0,0,0,0,0,35.4,1077.5,1
0,0,0,0,11,1,2,1,0,0,1,2,2,2,0,1,1,102.3286203394861,1133.2721361720824,1
1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1,1
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,2,19.632840090044144,35.85656801800883,1
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0
0,0,1,1,38,1,2,1,0,1,1,0,2,0,0,1,1,94.62799099339527,3627.8544545666637,1
0,1,0,0,36,1,2,1,0,0,0,0,2,0,0,1,2,87.82596564700987,3169.2111609136073,1
1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8,0
0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,452.35,0
0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,1082.75,0
1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,2754.0,0
0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,0
1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2537.0,0
1,0,1,1,62,1,2,1,0,0,2,0,2,0,2,1,1,89.1,5411.65,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,1
1,0,1,1,41,1,0,2,1,1,1,1,1,1,1,0,0,19.5,798.2,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.116979079467086,20.116979079467086,1
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,608.5,0
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35,0
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,1,76.54329153512442,1742.7847843380562,1
0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1,0
1,0,1,1,42,1,0,0,2,2,0,0,0,0,0,0,3,54.5,2301.15,0
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,7732.65,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.41814208069792,230.68209752738863,1
0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.6,4084.35,0
1,0,0,0,68,1,1,1,0,2,2,2,2,2,1,0,1,107.35263320967415,7197.861361871214,1
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,20.1,43.15,0
1,0,1,1,2,1,0,1,2,0,0,0,2,2,0,0,2,97.1,184.15,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19.9,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.510056273208345,20.510056273208345,1
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,1
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,599.3,0
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0
1,0,1,0,9,1,2,1,2,0,0,0,0,2,0,1,2,88.05,801.3,0
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,0,0,100.55,2878.75,0
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2878.55,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,1
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,1
0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1,0
1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0,0
1,0,1,1,21,0,1,0,0,0,0,0,0,0,0,1,2,26.05,565.75,0
0,0,0,0,5,1,2,1,0,1,0,0,1,0,0,1,2,89.45509100906233,455.126414169184,1
0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,1,1,40.1,293.3,1
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3629.2,0
0,0,1,1,67,1,2,1,2,0,2,2,2,2,1,1,2,109.4,7281.6,0
1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,2317.1,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.190822239352883,20.190822239352883,1
1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,0
0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3591.25,0
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,1
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,1493.2,0
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,401.95,0
1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,1113.95,0
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,93.21777809478186,683.9115936537336,1
0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,5431.9,0
1,0,0,0,45,1,0,0,2,0,0,0,0,0,0,1,0,50.9,2298.55,0
1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,1442.2,0
1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,98.6,5581.05,0
0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,4542.35,0
0,0,1,0,22,0,0,0,0,0,1,0,1,0,0,0,1,32.02631269608393,664.7813596775864,1
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,95.1,2162.6,0
0,0,0,0,6,1,2,1,1,0,0,0,0,0,0,1,2,77.64139789477822,435.88876263895105,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,19.85,108.05,1
0,0,0,0,56,0,1,0,0,1,0,0,2,0,0,1,1,39.34746697464115,2111.278388630143,1
0,1,0,0,25,1,2,1,1,0,0,0,0,2,0,1,2,89.14001609030252,2178.8487115570083,1
0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,0
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,0
1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,0
1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,100.0,4211.55,1
1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2619.25,0
1,0,1,0,65,1,2,0,1,2,2,2,2,0,1,0,1,80.4554886314252,5153.548012160056,1
1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45,1
0,0,0,0,57,1,2,1,0,0,2,0,2,2,0,0,0,102.58695568269052,5975.403781719364,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.041276866245866,25.041276866245866,1
1,0,0,0,28,1,0,1,0,1,1,0,0,0,0,1,1,85.6264621167882,2363.9388232919464,1
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1205.05,0
1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.71317717342593,302.9373112200308,1
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,6153.85,0
0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,5294.6,0
0,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,26.25,605.9,0
0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,0,1,25.397375926927296,399.6207907328068,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.180552591357607,20.180552591357607,1
0,0,1,0,23,1,2,0,0,0,0,2,2,2,0,1,1,73.65,1642.75,0
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,280.85,1
0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,59.8,3246.45,0
0,0,1,1,0,1,0,0,2,2,2,0,2,2,2,0,3,80.85,1397.475,0
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95,1384.75,1
0,0,0,0,62,1,2,2,1,1,1,1,1,1,2,1,1,25.8,1563.95,0
1,0,0,0,18,1,0,0,2,0,0,0,2,1,0,0,2,87.35172263469985,1625.3916586980156,1
0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55,1
1,0,0,0,63,1,2,1,0,2,0,0,0,2,1,0,1,90.45,5825.5,0
0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,1,0,79.5,5661.7,0
0,0,0,0,35,1,0,0,1,1,0,0,0,0,0,1,2,63.592196457896875,2137.8462225046396,1
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,0
0,0,0,0,53,1,1,1,0,1,0,0,0,0,0,0,2,80.75598684890791,4364.352322622519,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,44.05,0
0,0,0,0,19,1,2,1,0,1,0,0,1,0,0,0,2,88.5023778657102,1772.7240872281204,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.48517419748596,139.9769087827609,1
1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,0,1,55.2,1058.1,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1331.05,0
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.74747380815231,446.4749412646217,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.38237673957991,19.38237673957991,1
0,0,0,0,26,1,0,1,0,0,0,0,1,2,0,1,0,88.0513538917332,2277.070432337082,1
1,0,0,0,3,1,0,1,0,2,0,0,0,2,0,0,2,84.3,235.05,0
0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1,0
0,1,0,0,20,1,2,1,0,0,1,0,2,0,0,0,2,92.09885877664917,1959.564938309788,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.26110287213561,69.26110287213561,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.845991586048676,92.75666975168548,1
1,0,1,0,67,1,2,1,0,2,2,0,2,2,0,1,1,104.42025768212548,7124.271064101212,1
0,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.4,358.05,0
0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,786.3,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1
1,0,0,0,30,0,1,0,0,0,0,0,0,0,0,1,2,61.53457845865448,1714.3183801712607,1
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0
